ConfAbbrev,Season,Last_ELO
big_sky,2018,1500.0
big_sky,2019,1500.0
big_sky,2020,1500.0
big_sky,2021,1500.0
big_sky,2022,1500.0
big_sky,2023,1500.0
big_sky,2024,1500.0
big_sky,2025,1500.0
big_south,1998,1500.0
big_south,1999,1500.0
big_south,2000,1500.0
big_south,2001,1500.0
big_south,2002,1500.0
big_south,2003,1500.0
big_south,2004,1500.0
big_south,2005,1500.0
big_south,2006,1500.0
big_south,2007,1500.0
big_south,2008,1500.0
big_south,2009,1500.0
big_south,2010,1500.0
big_south,2011,1500.0
big_south,2012,1500.0
big_south,2013,1500.0
big_south,2014,1500.0
big_south,2015,1500.0
big_south,2016,1500.0
big_south,2017,1500.0
big_south,2018,1500.0
big_south,2019,1500.0
big_south,2020,1500.0
big_south,2021,1500.0
big_south,2022,1500.0
big_south,2023,1500.0
big_south,2024,1500.0
big_south,2025,1500.0
big_ten,1998,1500.0
big_ten,1999,1500.0
big_ten,2000,1500.0
big_ten,2001,1500.0
big_ten,2002,1500.0
big_ten,2003,1500.0
big_ten,2004,1500.0
big_ten,2005,1500.0
big_ten,2006,1500.0
big_ten,2007,1500.0
big_ten,2008,1500.0
big_ten,2009,1500.0
big_ten,2010,1500.0
big_ten,2011,1500.0
big_ten,2012,1500.0
big_ten,2013,1500.0
big_ten,2014,1500.0
big_ten,2015,1500.0
big_ten,2016,1500.0
big_ten,2017,1500.0
big_ten,2018,1500.0
big_ten,2019,1500.0
big_ten,2020,1500.0
big_ten,2021,1500.0
big_ten,2022,1500.0
big_ten,2023,1500.0
big_ten,2024,1500.0
big_ten,2025,1500.0
big_twelve,1998,1500.0
big_twelve,1999,1500.0
big_twelve,2000,1500.0
big_twelve,2001,1500.0
big_twelve,2002,1500.0
big_twelve,2003,1500.0
big_twelve,2004,1500.0
big_twelve,2005,1500.0
big_twelve,2006,1500.0
big_twelve,2007,1500.0
big_twelve,2008,1500.0
big_twelve,2009,1500.0
big_twelve,2010,1500.0
big_twelve,2011,1500.0
big_twelve,2012,1500.0
big_twelve,2013,1500.0
big_twelve,2014,1500.0
big_twelve,2015,1500.0
big_twelve,2016,1500.0
big_twelve,2017,1500.0
big_twelve,2018,1500.0
big_twelve,2019,1500.0
big_twelve,2020,1500.0
big_twelve,2021,1500.0
big_twelve,2022,1500.0
big_twelve,2023,1500.0
big_twelve,2024,1500.0
big_twelve,2025,1500.0
big_west,1998,1500.0
big_west,1999,1500.0
big_west,2000,1500.0
big_west,2001,1500.0
big_west,2002,1500.0
big_west,2003,1500.0
big_west,2004,1500.0
big_west,2005,1500.0
big_west,2006,1500.0
big_west,2007,1500.0
big_west,2008,1500.0
big_west,2009,1500.0
big_west,2010,1500.0
big_west,2011,1500.0
big_west,2012,1500.0
big_west,2013,1500.0
big_west,2014,1500.0
big_west,2015,1500.0
big_west,2016,1500.0
big_west,2017,1500.0
big_west,2018,1500.0
big_west,2019,1500.0
big_west,2020,1500.0
big_west,2021,1500.0
big_west,2022,1500.0
big_west,2023,1500.0
big_west,2024,1500.0
big_west,2025,1500.0
caa,1998,1500.0
caa,1999,1500.0
caa,2000,1500.0
caa,2001,1500.0
caa,2002,1500.0
caa,2003,1500.0
caa,2004,1500.0
caa,2005,1500.0
caa,2006,1500.0
caa,2007,1500.0
caa,2008,1500.0
caa,2009,1500.0
caa,2010,1500.0
caa,2011,1500.0
caa,2012,1500.0
caa,2013,1500.0
caa,2014,1500.0
caa,2015,1500.0
caa,2016,1500.0
caa,2017,1500.0
caa,2018,1500.0
caa,2019,1500.0
caa,2020,1500.0
caa,2021,1500.0
caa,2022,1500.0
caa,2023,1500.0
caa,2024,1500.0
caa,2025,1500.0
cusa,1998,1500.0
cusa,1999,1500.0
cusa,2000,1500.0
cusa,2001,1500.0
cusa,2002,1500.0
cusa,2003,1500.0
cusa,2004,1500.0
cusa,2005,1500.0
cusa,2006,1500.0
cusa,2007,1500.0
cusa,2008,1500.0
cusa,2009,1500.0
cusa,2010,1500.0
cusa,2011,1500.0
cusa,2012,1500.0
cusa,2013,1500.0
cusa,2014,1500.0
cusa,2015,1500.0
cusa,2016,1500.0
cusa,2017,1500.0
cusa,2018,1500.0
cusa,2019,1500.0
cusa,2020,1500.0
cusa,2021,1500.0
cusa,2022,1500.0
cusa,2023,1500.0
cusa,2024,1500.0
cusa,2025,1500.0
gwc,2010,1500.0
gwc,2011,1500.0
gwc,2012,1500.0
gwc,2013,1500.0
horizon,2002,1500.0
horizon,2003,1500.0
horizon,2004,1500.0
horizon,2005,1500.0
horizon,2006,1500.0
horizon,2007,1500.0
horizon,2008,1500.0
horizon,2009,1500.0
horizon,2010,1500.0
horizon,2011,1500.0
horizon,2012,1500.0
horizon,2013,1500.0
horizon,2014,1500.0
horizon,2015,1500.0
horizon,2016,1500.0
horizon,2017,1500.0
horizon,2018,1500.0
horizon,2019,1500.0
horizon,2020,1500.0
horizon,2021,1500.0
horizon,2022,1500.0
horizon,2023,1500.0
horizon,2024,1500.0
horizon,2025,1500.0
ind,1999,1500.0
ind,2000,1500.0
ind,2001,1500.0
ind,2002,1500.0
ind,2003,1500.0
ind,2004,1500.0
ind,2005,1500.0
ind,2006,1500.0
ind,2007,1500.0
ind,2008,1500.0
ind,2009,1500.0
ind,2010,1500.0
ind,2011,1500.0
ind,2012,1500.0
ind,2013,1500.0
ind,2014,1500.0
ind,2015,1500.0
ivy,1998,1500.0
ivy,1999,1500.0
ivy,2000,1500.0
ivy,2001,1500.0
ivy,2002,1500.0
ivy,2003,1500.0
ivy,2004,1500.0
ivy,2005,1500.0
ivy,2006,1500.0
ivy,2007,1500.0
ivy,2008,1500.0
ivy,2009,1500.0
ivy,2010,1500.0
ivy,2011,1500.0
ivy,2012,1500.0
ivy,2013,1500.0
ivy,2014,1500.0
ivy,2015,1500.0
ivy,2016,1500.0
ivy,2017,1500.0
ivy,2018,1500.0
ivy,2019,1500.0
ivy,2020,1500.0
ivy,2022,1500.0
ivy,2023,1500.0
ivy,2024,1500.0
ivy,2025,1500.0
maac,1998,1500.0
maac,1999,1500.0
maac,2000,1500.0
maac,2001,1500.0
maac,2002,1500.0
maac,2003,1500.0
maac,2004,1500.0
maac,2005,1500.0
maac,2006,1500.0
maac,2007,1500.0
maac,2008,1500.0
maac,2009,1500.0
maac,2010,1500.0
maac,2011,1500.0
maac,2012,1500.0
maac,2013,1500.0
maac,2014,1500.0
maac,2015,1500.0
maac,2016,1500.0
maac,2017,1500.0
maac,2018,1500.0
maac,2019,1500.0
maac,2020,1500.0
maac,2021,1500.0
maac,2022,1500.0
maac,2023,1500.0
maac,2024,1500.0
maac,2025,1500.0
mac,1998,1500.0
mac,1999,1500.0
mac,2000,1500.0
mac,2001,1500.0
mac,2002,1500.0
mac,2003,1500.0
mac,2004,1500.0
mac,2005,1500.0
mac,2006,1500.0
mac,2007,1500.0
mac,2008,1500.0
mac,2009,1500.0
mac,2010,1500.0
mac,2011,1500.0
mac,2012,1500.0
mac,2013,1500.0
mac,2014,1500.0
mac,2015,1500.0
mac,2016,1500.0
mac,2017,1500.0
mac,2018,1500.0
mac,2019,1500.0
mac,2020,1500.0
mac,2021,1500.0
mac,2022,1500.0
mac,2023,1500.0
mac,2024,1500.0
mac,2025,1500.0
meac,1998,1500.0
meac,1999,1500.0
meac,2000,1500.0
meac,2001,1500.0
meac,2002,1500.0
meac,2003,1500.0
meac,2004,1500.0
meac,2005,1500.0
meac,2006,1500.0
meac,2007,1500.0
meac,2008,1500.0
meac,2009,1500.0
meac,2010,1500.0
meac,2011,1500.0
meac,2012,1500.0
meac,2013,1500.0
meac,2014,1500.0
meac,2015,1500.0
meac,2016,1500.0
meac,2017,1500.0
meac,2018,1500.0
meac,2019,1500.0
meac,2020,1500.0
meac,2021,1500.0
meac,2022,1500.0
meac,2023,1500.0
meac,2024,1500.0
meac,2025,1500.0
mid_cont,1998,1500.0
mid_cont,1999,1500.0
mid_cont,2000,1500.0
mid_cont,2001,1500.0
mid_cont,2002,1500.0
mid_cont,2003,1500.0
mid_cont,2004,1500.0
mid_cont,2005,1500.0
mid_cont,2006,1500.0
mid_cont,2007,1500.0
mvc,1998,1500.0
mvc,1999,1500.0
mvc,2000,1500.0
mvc,2001,1500.0
mvc,2002,1500.0
mvc,2003,1500.0
mvc,2004,1500.0
mvc,2005,1500.0
mvc,2006,1500.0
mvc,2007,1500.0
mvc,2008,1500.0
mvc,2009,1500.0
mvc,2010,1500.0
mvc,2011,1500.0
mvc,2012,1500.0
mvc,2013,1500.0
mvc,2014,1500.0
mvc,2015,1500.0
mvc,2016,1500.0
mvc,2017,1500.0
mvc,2018,1500.0
mvc,2019,1500.0
mvc,2020,1500.0
mvc,2021,1500.0
mvc,2022,1500.0
mvc,2023,1500.0
mvc,2024,1500.0
mvc,2025,1500.0
mw_coll,1998,1500.0
mw_coll,1999,1500.0
mw_coll,2000,1500.0
mw_coll,2001,1500.0
mwc,2000,1500.0
mwc,2001,1500.0
mwc,2002,1500.0
mwc,2003,1500.0
mwc,2004,1500.0
mwc,2005,1500.0
mwc,2006,1500.0
mwc,2007,1500.0
mwc,2008,1500.0
mwc,2009,1500.0
mwc,2010,1500.0
mwc,2011,1500.0
mwc,2012,1500.0
mwc,2013,1500.0
mwc,2014,1500.0
mwc,2015,1500.0
mwc,2016,1500.0
mwc,2017,1500.0
mwc,2018,1500.0
mwc,2019,1500.0
mwc,2020,1500.0
mwc,2021,1500.0
mwc,2022,1500.0
mwc,2023,1500.0
mwc,2024,1500.0
mwc,2025,1500.0
nec,1998,1500.0
nec,1999,1500.0
nec,2000,1500.0
nec,2001,1500.0
nec,2002,1500.0
nec,2003,1500.0
nec,2004,1500.0
nec,2005,1500.0
nec,2006,1500.0
nec,2007,1500.0
nec,2008,1500.0
nec,2009,1500.0
nec,2010,1500.0
nec,2011,1500.0
nec,2012,1500.0
nec,2013,1500.0
nec,2014,1500.0
nec,2015,1500.0
nec,2016,1500.0
nec,2017,1500.0
nec,2018,1500.0
nec,2019,1500.0
nec,2020,1500.0
nec,2021,1500.0
nec,2022,1500.0
nec,2023,1500.0
nec,2024,1500.0
nec,2025,1500.0
ovc,1998,1500.0
ovc,1999,1500.0
ovc,2000,1500.0
ovc,2001,1500.0
ovc,2002,1500.0
ovc,2003,1500.0
ovc,2004,1500.0
ovc,2005,1500.0
ovc,2006,1500.0
ovc,2007,1500.0
ovc,2008,1500.0
ovc,2009,1500.0
ovc,2010,1500.0
ovc,2011,1500.0
ovc,2012,1500.0
ovc,2013,1500.0
ovc,2014,1500.0
ovc,2015,1500.0
ovc,2016,1500.0
ovc,2017,1500.0
ovc,2018,1500.0
ovc,2019,1500.0
ovc,2020,1500.0
ovc,2021,1500.0
ovc,2022,1500.0
ovc,2023,1500.0
ovc,2024,1500.0
ovc,2025,1500.0
pac_ten,1998,1500.0
pac_ten,1999,1500.0
pac_ten,2000,1500.0
pac_ten,2001,1500.0
pac_ten,2002,1500.0
pac_ten,2003,1500.0
pac_ten,2004,1500.0
pac_ten,2005,1500.0
pac_ten,2006,1500.0
pac_ten,2007,1500.0
pac_ten,2008,1500.0
pac_ten,2009,1500.0
pac_ten,2010,1500.0
pac_ten,2011,1500.0
pac_twelve,2012,1500.0
pac_twelve,2013,1500.0
pac_twelve,2014,1500.0
pac_twelve,2015,1500.0
pac_twelve,2016,1500.0
pac_twelve,2017,1500.0
pac_twelve,2018,1500.0
pac_twelve,2019,1500.0
pac_twelve,2020,1500.0
pac_twelve,2021,1500.0
pac_twelve,2022,1500.0
pac_twelve,2023,1500.0
pac_twelve,2024,1500.0
patriot,1998,1500.0
patriot,1999,1500.0
patriot,2000,1500.0
patriot,2001,1500.0
patriot,2002,1500.0
patriot,2003,1500.0
patriot,2004,1500.0
patriot,2005,1500.0
patriot,2006,1500.0
patriot,2007,1500.0
patriot,2008,1500.0
patriot,2009,1500.0
patriot,2010,1500.0
patriot,2011,1500.0
patriot,2012,1500.0
patriot,2013,1500.0
patriot,2014,1500.0
patriot,2015,1500.0
patriot,2016,1500.0
patriot,2017,1500.0
patriot,2018,1500.0
patriot,2019,1500.0
patriot,2020,1500.0
patriot,2021,1500.0
patriot,2022,1500.0
patriot,2023,1500.0
patriot,2024,1500.0
patriot,2025,1500.0
sec,1998,1500.0
sec,1999,1500.0
sec,2000,1500.0
sec,2001,1500.0
sec,2002,1500.0
sec,2003,1500.0
sec,2004,1500.0
sec,2005,1500.0
sec,2006,1500.0
sec,2007,1500.0
sec,2008,1500.0
sec,2009,1500.0
sec,2010,1500.0
sec,2011,1500.0
sec,2012,1500.0
sec,2013,1500.0
sec,2014,1500.0
sec,2015,1500.0
sec,2016,1500.0
sec,2017,1500.0
sec,2018,1500.0
sec,2019,1500.0
sec,2020,1500.0
sec,2021,1500.0
sec,2022,1500.0
sec,2023,1500.0
sec,2024,1500.0
sec,2025,1500.0
southern,1998,1500.0
southern,1999,1500.0
southern,2000,1500.0
southern,2001,1500.0
southern,2002,1500.0
southern,2003,1500.0
southern,2004,1500.0
southern,2005,1500.0
southern,2006,1500.0
southern,2007,1500.0
southern,2008,1500.0
southern,2009,1500.0
southern,2010,1500.0
southern,2011,1500.0
southern,2012,1500.0
southern,2013,1500.0
southern,2014,1500.0
southern,2015,1500.0
southern,2016,1500.0
southern,2017,1500.0
southern,2018,1500.0
southern,2019,1500.0
southern,2020,1500.0
southern,2021,1500.0
southern,2022,1500.0
southern,2023,1500.0
southern,2024,1500.0
southern,2025,1500.0
southland,1998,1500.0
southland,1999,1500.0
southland,2000,1500.0
southland,2001,1500.0
southland,2002,1500.0
southland,2003,1500.0
southland,2004,1500.0
southland,2005,1500.0
southland,2006,1500.0
southland,2007,1500.0
southland,2008,1500.0
southland,2009,1500.0
southland,2010,1500.0
southland,2011,1500.0
southland,2012,1500.0
southland,2013,1500.0
southland,2014,1500.0
southland,2015,1500.0
southland,2016,1500.0
southland,2017,1500.0
southland,2018,1500.0
southland,2019,1500.0
southland,2020,1500.0
southland,2021,1500.0
southland,2022,1500.0
southland,2023,1500.0
southland,2024,1500.0
southland,2025,1500.0
summit,2008,1500.0
summit,2009,1500.0
summit,2010,1500.0
summit,2011,1500.0
summit,2012,1500.0
summit,2013,1500.0
summit,2014,1500.0
summit,2015,1500.0
summit,2016,1500.0
summit,2017,1500.0
summit,2018,1500.0
summit,2019,1500.0
summit,2020,1500.0
summit,2021,1500.0
summit,2022,1500.0
summit,2023,1500.0
summit,2024,1500.0
summit,2025,1500.0
sun_belt,1998,1500.0
sun_belt,1999,1500.0
sun_belt,2000,1500.0
sun_belt,2001,1500.0
sun_belt,2002,1500.0
sun_belt,2003,1500.0
sun_belt,2004,1500.0
sun_belt,2005,1500.0
sun_belt,2006,1500.0
sun_belt,2007,1500.0
sun_belt,2008,1500.0
sun_belt,2009,1500.0
sun_belt,2010,1500.0
sun_belt,2011,1500.0
sun_belt,2012,1500.0
sun_belt,2013,1500.0
sun_belt,2014,1500.0
sun_belt,2015,1500.0
sun_belt,2016,1500.0
sun_belt,2017,1500.0
sun_belt,2018,1500.0
sun_belt,2019,1500.0
sun_belt,2020,1500.0
sun_belt,2021,1500.0
sun_belt,2022,1500.0
sun_belt,2023,1500.0
sun_belt,2024,1500.0
sun_belt,2025,1500.0
swac,1998,1500.0
swac,1999,1500.0
swac,2000,1500.0
swac,2001,1500.0
swac,2002,1500.0
swac,2003,1500.0
swac,2004,1500.0
swac,2005,1500.0
swac,2006,1500.0
swac,2007,1500.0
swac,2008,1500.0
swac,2009,1500.0
swac,2010,1500.0
swac,2011,1500.0
swac,2012,1500.0
swac,2013,1500.0
swac,2014,1500.0
swac,2015,1500.0
swac,2016,1500.0
swac,2017,1500.0
swac,2018,1500.0
swac,2019,1500.0
swac,2020,1500.0
swac,2021,1500.0
swac,2022,1500.0
swac,2023,1500.0
swac,2024,1500.0
swac,2025,1500.0
wac,1998,1500.0
wac,1999,1500.0
wac,2000,1500.0
wac,2001,1500.0
wac,2002,1500.0
wac,2003,1500.0
wac,2004,1500.0
wac,2005,1500.0
wac,2006,1500.0
wac,2007,1500.0
wac,2008,1500.0
wac,2009,1500.0
wac,2010,1500.0
wac,2011,1500.0
wac,2012,1500.0
wac,2013,1500.0
wac,2014,1500.0
wac,2015,1500.0
wac,2016,1500.0
wac,2017,1500.0
wac,2018,1500.0
wac,2019,1500.0
wac,2020,1500.0
wac,2021,1500.0
wac,2022,1500.0
wac,2023,1500.0
wac,2024,1500.0
wac,2025,1500.0
wcc,1998,1500.0
wcc,1999,1500.0
wcc,2000,1500.0
wcc,2001,1500.0
wcc,2002,1500.0
wcc,2003,1500.0
wcc,2004,1500.0
wcc,2005,1500.0
wcc,2006,1500.0
wcc,2007,1500.0
wcc,2008,1500.0
wcc,2009,1500.0
wcc,2010,1500.0
wcc,2011,1500.0
wcc,2012,1500.0
wcc,2013,1500.0
wcc,2014,1500.0
wcc,2015,1500.0
wcc,2016,1500.0
wcc,2017,1500.0
wcc,2018,1500.0
wcc,2019,1500.0
wcc,2020,1500.0
wcc,2021,1500.0
wcc,2022,1500.0
wcc,2023,1500.0
wcc,2024,1500.0
wcc,2025,1500.0
